"Timestamp","Gender","Which level (Chose the one that best applies)","Age"," [I consider myself to be a creative person.]"," [I am engaged in creative type work on regular basis.]"," [Creative ideas simply occur to me without even thinking about them.]"," [I typically wait for a flash of inspiration before I begin working.]"," [I would describe my style of creativity as erratic or non-systematic.]"," [I have had insights, the source of which I am unable to explain or understand.]"," [I believe in unconscious processes that facilitate my creative work.]"," [In my work there are often long gaps during which I have no motivation.]"," [I have been able to use many ideas for creative work that have occurred in my dreams.]"," [I must be emotionally moved in order to be more creative.]"," [I have to be in the right mood or feeling to do creative work.]"," [When I get a new idea, I get totally absorbed by it until I have pursued it completely.]"," [I feel that new ideas possess me and guide me through to completion almost automatically.]"," [I believe that creativity comes from hard work and persistence.]"," [My creativity comes from careful planning and forethought.]"," [I practice to be creative.]"," [My creative comes from self discipline.]"," [I attribute my creativity to divine inspiration.]"," [I tend to lose my sense of time when engaged in creative work.]"," [I keep a pen/notepad/tape recorder handy to record new ideas as they occur.]"," [I often let my mind wander to come up with new ideas.]"," [typically create new ideas by systematically modifying (by substituting, rearranging, elaborating, etc) an existing idea.]"," [I typically create new ideas by combining existing ideas.]"," [When I examine existing products, I usually critically evaluate them to see how I can improve them.]"," [I have often gone back to ideas that I have rejected before.]"," [I am always thinking (fantasizing) about how to do everyday things differently.]"," [I typically modify an existing idea only slightly, one step at a time.]"," [I deliberately reject or ignore conventional or already accepted ideas to come up with new ideas.]"," [I often look for new ideas outside my own field, and try to apply them to my own.]"," [I tend to work on many ideas simultaneously.]"," [I often use the technique of brainstorming to come up with new ideas.]"," [I have maintained a notebook/diary of new ideas I would like to pursue some day.]"," [When I am generating new ideas, I do not tend to evaluate them until I have generated many ideas.]"," [I do a lot of experimentation (trial and error) to come up with a new workable idea.]"," [When I get stuck, I tend to leave the the idea for a while, do something else, before returning work it.]"," [I take walks to come up with new ideas.]"," [I ready widely to come up with new ideas.]"," [When I have a new idea, I tend to discuss it with someone to determine its potential for success.]"," [When I get stuck, I consult or talk with other people about how to proceed.]"," [I am at my creative best when I work alone.]"," [I am at my creative best when I work with one other person.]"," [I am my creative best when I work in a group.]"," [I am secretive about my new ideas.]"," [I typically show my creative products to other people.]"," [I physically isolate myself from other people when I am working on creative ideas.]"," [I physically isolate myself from other people to come up with new ideas.]"," [I have often pursued bad or unworkable ideas for a long time.]"," [I usually have a lot of both workable and unworkable ideas.]"," [I work most creatively when I have deadlines.]"," [If I do not have a concrete (visible) creative product to show (eg., written composition, work of art of music, etc.), then I think I have failed.]"," [enjoy the processes of creating new ideas whether they lead to a final product or not.]"," [When I have completed a creative product, I am unable to start on a new project for a long time.]"," [I think a final product that is not readily observable through the senses can emerge in a creative act.]"," [I have set aside a particular place (or places) for creative work.]"," [I have set aside a particular time (times) for creative work.]"," [I have a particular place (or places) where I do most of my creative thinking.]"," [I have a particular time (or times) during the day when I do my creative thinking.]"," [I tend to smoke (cigarette, pipe, cigar) before beginning creative work.]"," [I tend to drink tea/coffee/other drinks with caffeine before beginning creative work.]"," [I tend to smoke frequently when engaged in creative work.]"," [I tend to drink a lot of tea/coffee/other drinks with caffeine when engaged in creative work.]"," [I ordinarily smoke after I have worked on my creative idea(s) for a designated period of time.]"," [I ordinarily drink tea/coffee/other drinks with caffeine after I have worked on my creative ideas for a designated period of time.]"," [I reward myself in some way after I have worked on my creative ideas(s) for a designated period of time.]"," [I tend to do my creative work in a quiet place.]"," [I typically have background music when I am engaged in creative work.]"," [I use alcohol to get into a mood for creative work.]"," [I use mind altering substances (other than alcohol) to get into a creative mood.]"," [I typically start my creative work with prayer.]"," [I typically meditate before I begin my creative work.]"," [I tend to snack when I am engaged in creative work.]"," [I have a favorite tool (a certain pen/easel/thinking cap etc.) without which I would find it hard to concentrate when I am engaged in creative work.]"," [I have a favorite amulet or clothing that I wear when I am engaged in creative work.]"," [I tend to use my visual sense a lot in my creative work.]"," [I tend to use my sense of hearing a lot in my creative work.]"," [I tend to use my sense of touch a lot in my creative work.]"," [I tend to use my sense of taste a lot in my creative work.]"," [I tend to use my sense of smell a lot in my creative work.]"
"2017/05/02 6:21:12 PM GMT","Male","University","24","4","4","4","4","4","4","1","1","5","2","1","4","4","5","4","4","2","4","4","5","2","2","2","2","2","1","1","4","4","2","2","5","4","2","2","2","1","3","3","1","4","4","2","4","4","4","2","2","1","4","4","5","3","5","5","5","5","5","5","5","5","5","5","1","2","2","5","5","3","4","2","4","4","1","2","4","5","4"
"2017/05/02 7:16:28 PM GMT","Male","University","21","5","4","4","5","5","4","4","5","3","4","4","5","2","5","3","2","4","5","5","5","5","3","3","5","4","5","2","3","4","5","5","5","3","5","5","3","4","3","3","5","3","2","4","5","5","5","5","3","5","5","5","5","4","4","5","5","3","1","3","1","3","1","3","4","5","3","1","1","5","3","5","1","1","3","1","2","1","1"
"2017/05/02 7:18:50 PM GMT","Female","University","21","2","5","5","5","1","1","4","3","4","1","1","2","5","3","3","5","5","3","5","2","2","2","2","1","2","2","2","5","3","3","1","2","2","4","2","4","3","4","2","3","4","2","1","4","4","2","3","3","2","5","2","4","2","2","2","2","4","4","4","4","5","5","5","2","2","2","5","5","2","2","2","4","4","2","2","2","2","2"
"2017/05/02 7:31:16 PM GMT","Male","Professional Worker","18","4","5","2","1","1","1","2","4","1","3","3","4","2","5","5","5","5","1","5","5","1","4","4","5","4","4","3","2","4","4","3","5","3","3","4","2","4","4","3","5","2","2","3","4","5","5","3","5","5","5","4","3","2","2","5","5","5","1","5","1","4","1","4","5","2","4","1","1","1","1","4","4","2","5","1","2","1","1"
"2017/05/02 7:38:40 PM GMT","Male","University","21","4","4","5","5","4","5","5","5","2","3","4","4","4","1","1","1","1","3","4","1","5","5","5","3","5","4","3","1","2","3","3","1","1","5","5","5","4","4","4","5","1","1","3","2","5","5","3","3","4","5","5","2","5","5","1","5","5","1","3","1","4","1","4","4","5","5","1","1","3","2","4","3","2","2","2","2","2","2"
"2017/05/02 9:47:35 PM GMT","Male","University","20","2","4","2","4","5","2","2","2","2","4","4","2","2","4","2","4","2","2","3","3","2","2","2","2","2","2","3","2","2","3","2","2","3","4","2","4","2","2","2","3","2","4","2","2","3","3","4","2","2","4","2","4","2","4","4","4","4","4","4","5","5","5","5","2","3","2","5","5","3","2","2","2","5","2","3","3","3","4"
"2017/05/03 5:26:50 AM GMT","Female","University","60","3","3","3","2","3","3","3","4","4","2","2","2","2","2","2","3","2","4","4","4","4","4","3","4","4","5","4","5","4","4","4","4","4","5","4","5","3","3","5","3","2","4","1","2","4","4","5","5","2","4","3","5","4","5","5","5","5","5","5","5","5","5","5","4","5","5","5","5","5","5","4","5","5","5","5","5","5","5"
"2017/05/03 11:24:40 AM GMT","Male","University","19","5","4","4","5","3","3","4","5","2","2","3","3","3","3","3","2","2","4","4","1","4","3","4","2","3","5","3","3","4","5","4","4","5","4","4","2","4","4","5","4","3","4","4","5","4","3","2","3","5","4","4","2","3","2","2","2","2","1","1","1","1","1","1","5","4","4","1","1","4","1","3","2","1","3","2","1","1","1"
"2017/05/03 11:52:18 AM GMT","Male","University","25","2","2","2","2","2","1","2","3","2","2","2","2","2","3","2","3","2","2","2","2","2","2","1","2","2","2","1","2","1","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","3","4","3","3","3","3","4","4","4","5","5","5","5","5","5","5","5","3","2","2","5","5","5","5","5","4","4","2","1","3","3","4"
"2017/05/03 12:12:18 PM GMT","Female","University","21","2","1","1","1","1","2","2","1","2","1","1","2","2","2","2","2","3","3","2","2","2","2","2","2","2","2","2","3","2","3","3","2","2","2","1","1","3","2","2","2","3","3","2","3","2","2","3","2","2","2","2","3","3","2","3","3","3","3","3","3","2","2","3","3","2","2","4","4","4","3","3","2","3","2","3","3","3","3"
"2017/05/03 4:16:33 PM GMT","Female","University","22","1","3","2","2","3","3","2","2","4","1","1","2","2","2","2","3","4","1","1","5","2","3","1","3","1","2","3","2","3","2","2","4","4","2","1","4","4","3","2","1","2","3","1","1","2","3","2","1","1","2","2","5","1","4","5","5","4","5","5","5","5","5","5","1","2","4","5","5","3","3","2","3","5","1","3","3","3","3"
"2017/05/03 7:11:19 PM GMT","Male","Professional Worker","23","5","4","5","4","4","4","4","3","2","4","3","4","3","3","2","2","2","4","4","4","5","3","4","3","4","3","4","3","4","4","3","4","3","5","3","4","3","4","4","3","5","3","4","3","4","3","3","3","4","3","5","4","3","5","5","3","3","4","4","5","2","3","4","4","3","3","2","2","3","4","3","2","4","3","3","2","3","2"
"2017/05/03 7:33:31 PM GMT","Male","University","20","4","4","4","3","3","3","5","4","4","2","4","1","2","1","2","3","2","2","3","3","4","4","4","5","4","4","4","3","5","4","5","3","4","4","4","4","3","4","5","4","3","2","3","4","3","3","4","3","3","4","3","3","3","2","3","2","2","1","2","1","4","3","2","5","5","5","1","3","3","2","3","4","4","3","3","3","4","4"
"2017/05/03 7:37:46 PM GMT","Male","University","22","5","5","5","4","5","4","5","4","5","4","4","5","5","4","5","4","4","4","5","2","5","4","5","4","4","4","5","5","4","5","4","1","3","4","5","4","4","5","5","4","5","4","4","5","4","5","4","4","5","4","4","5","4","4","5","5","4","1","1","1","1","1","1","5","5","5","1","1","3","4","5","3","2","4","5","5","3","3"
"2017/05/03 7:40:35 PM GMT","Female","University","23","1","2","2","2","4","2","2","5","5","5","5","2","3","4","4","4","4","2","3","3","2","1","1","1","5","1","1","1","1","1","1","4","5","2","4","5","3","3","3","1","4","5","3","5","1","1","5","2","3","1","4","5","5","5","5","5","5","5","5","5","5","5","5","1","1","3","5","5","1","5","5","5","5","5","5","5","5","5"
"2017/05/03 7:52:14 PM GMT","Female","University","20","2","4","4","3","2","4","2","4","4","3","3","4","4","3","3","2","3","4","3","4","3","2","2","2","4","2","2","3","3","3","4","3","4","4","3","4","2","4","3","2","4","4","4","3","4","4","4","4","4","5","3","4","4","5","5","5","5","5","5","5","5","5","5","4","3","5","5","5","3","3","5","5","5","2","5","5","5","5"
"2017/05/03 7:52:36 PM GMT","Male","University","22","2","2","2","3","2","4","2","1","4","3","1","2","2","3","4","4","3","3","2","4","2","2","2","2","2","3","3","4","2","2","2","4","2","3","1","2","1","2","2","1","4","4","2","3","3","2","2","1","1","2","1","4","2","5","5","5","5","5","5","5","5","5","5","2","3","2","5","5","3","5","5","5","5","2","2","2","3","3"
"2017/05/03 8:21:19 PM GMT","Female","University","20","2","4","2","4","2","2","2","2","4","4","2","4","4","4","4","4","4","4","2","4","2","4","4","2","4","2","2","4","4","2","4","4","4","4","2","4","4","2","4","2","2","4","4","2","2","4","2","2","4","2","4","2","4","4","4","4","4","4","2","4","2","4","2","2","4","2","4","4","4","4","2","4","4","2","4","4","4","4"
"2017/05/03 9:02:48 PM GMT","Male","University","33","1","2","2","4","2","2","2","4","3","4","4","2","2","2","3","3","4","1","1","2","3","3","2","2","1","1","3","2","2","2","2","1","4","2","2","2","3","4","2","1","3","3","3","2","4","4","3","3","3","5","2","5","2","2","3","3","3","5","5","5","5","5","5","2","2","2","5","5","1","3","2","5","5","2","2","2","2","2"
"2017/05/03 10:47:40 PM GMT","Female","Professional Worker","23","3","3","3","2","3","3","2","2","3","3","4","4","3","1","3","4","3","2","3","4","3","3","2","4","4","2","2","2","4","3","4","5","4","2","2","2","1","5","5","2","5","5","3","4","1","2","3","3","4","1","1","2","2","3","3","3","3","5","5","5","5","5","5","5","2","2","5","4","2","3","4","2","2","2","4","3","4","4"
"2017/05/03 10:53:01 PM GMT","Male","University","22","4","3","3","4","2","2","2","2","4","3","2","3","4","2","3","2","3","4","3","4","2","2","2","2","2","2","3","3","2","2","4","4","3","4","2","2","2","4","2","2","4","4","3","2","2","2","2","2","4","3","2","1","1","3","3","3","3","3","2","3","3","3","3","3","2","2","3","4","2","3","3","4","4","3","4","4","4","4"
"2017/05/04 12:51:48 AM GMT","Male","University","23","2","2","2","3","2","2","2","3","2","2","3","3","3","3","5","5","4","5","3","5","5","5","5","5","3","3","3","4","4","5","4","5","4","4","5","2","5","5","5","5","3","3","3","5","5","5","3","5","3","5","5","3","5","1","1","4","1","1","1","1","1","1","5","3","5","2","1","1","1","1","1","1","1","3","1","1","1","1"
"2017/05/04 2:33:47 AM GMT","Male","University","20","4","2","3","4","3","3","2","5","3","1","4","2","2","2","2","3","3","2","3","2","4","2","3","3","4","3","3","3","4","4","4","1","4","3","4","2","2","4","3","3","3","3","3","3","2","2","3","3","3","3","3","3","4","2","2","2","2","1","1","1","1","1","1","1","5","5","1","1","4","3","4","4","3","3","2","3","1","1"
"2017/05/04 5:07:26 AM GMT","Male","Professional Worker","31","4","3","4","3","3","3","3","3","2","3","4","3","4","4","4","3","3","3","3","3","3","3","3","4","4","3","4","4","4","3","4","4","3","4","4","4","3","4","4","3","3","4","3","4","3","3","3","4","5","3","4","4","3","5","4","4","4","1","5","1","5","1","5","4","3","3","3","2","3","3","4","3","3","4","2","2","2","2"
"2017/05/04 11:54:11 AM GMT","Male","Professional Worker","33","3","2","3","2","3","4","4","4","3","2","1","2","2","4","4","4","4","4","4","4","3","3","4","4","3","3","4","2","3","2","3","4","2","4","4","4","3","3","3","4","2","2","2","3","2","2","2","3","4","2","4","2","3","2","2","2","2","1","1","1","1","1","1","3","3","3","1","1","4","2","3","1","1","4","4","3","3","3"
"2017/05/04 4:11:34 PM GMT","Male","University","22","4","3","2","4","3","2","2","3","3","2","1","3","3","2","2","4","2","2","1","2","3","2","2","2","2","3","2","3","2","1","1","2","4","2","2","2","2","1","1","1","4","4","3","4","2","2","2","2","4","2","2","4","3","4","4","4","2","5","5","5","5","5","2","2","2","1","5","5","4","4","2","4","4","3","2","3","3","3"
"2017/05/05 6:46:28 AM GMT","Female","Professional Worker","19","1","2","3","2","1","1","1","2","1","3","3","3","4","4","4","4","5","1","1","3","1","3","3","3","2","1","1","1","1","2","1","2","4","3","1","3","2","3","4","2","3","3","1","3","2","3","4","2","3","5","2","4","3","4","3","4","3","5","4","5","4","5","4","4","2","2","5","5","2","5","1","1","5","3","3","3","3","3"
"2017/05/05 12:41:13 PM GMT","Male","University","55","3","4","3","5","2","3","3","2","3","3","2","1","3","1","2","2","2","1","2","3","2","3","3","3","3","2","2","3","2","3","2","3","3","3","2","2","3","2","2","4","4","1","3","3","3","3","3","2","2","4","2","4","2","3","3","4","4","5","5","5","5","5","5","3","3","2","5","5","2","3","4","3","5","3","3","3","3","3"